image,ground_truth,ocr_text,is_correct,confidence,config_id,use_angle_cls,lang,use_gpu,ocr_version
"1755868068_0.9_(47, 97, 3)_BPW-164.jpg",BPW-164,BPW-164,True,0.996088981628418,7,False,en,True,PP-OCRv3
"1755872398_0.9_(49, 101, 3)_F3F-041.jpg",F3F-041,F3F-041,True,0.9899995923042297,7,False,en,True,PP-OCRv3
"1755867236_0.91_(49, 97, 3)_Z7C-220.jpg",Z7C-220,Z7C-220,True,0.9785995483398438,7,False,en,True,PP-OCRv3
"1755801183_0.9_(61, 112, 3)_Z2N-051.jpg",Z2N-051,Z2N-051,True,0.9759889841079712,7,False,en,True,PP-OCRv3
"1755803790_0.9_(66, 113, 3)_Z3J-707.jpg",Z3J-707,Z3J-707,True,0.9734078645706177,7,False,en,True,PP-OCRv3
"1755807186_0.9_(47, 95, 3)_Z7M-595.jpg",Z7M-595,Z7M-595,True,0.9831090569496155,7,False,en,True,PP-OCRv3
"1755868252_0.9_(49, 98, 3)_V5B-631.jpg",V5B-631,/5B-631,False,0.8879155516624451,7,False,en,True,PP-OCRv3
"1755866274_0.9_(52, 105, 3)_Z5U-453.jpg",Z5U-453,Z5U-453,True,0.9796887636184692,7,False,en,True,PP-OCRv3
"1755801139_0.9_(47, 97, 3)_CBM-487.jpg",CBM-487,CBM-487,True,0.9963378310203552,7,False,en,True,PP-OCRv3
"1755863582_0.9_(50, 94, 3)_Z1D-784.jpg",Z1D-784,Z10-784,False,0.917192816734314,7,False,en,True,PP-OCRv3
"1755801091_0.91_(46, 101, 3)_Z5V-445.jpg",Z5V-445,Z5V-445,True,0.9821659922599792,7,False,en,True,PP-OCRv3
"1755868148_0.9_(60, 106, 3)_X3H-030.jpg",X3H-030,K3H-030,False,0.9658880233764648,7,False,en,True,PP-OCRv3
"1755809798_0.91_(46, 99, 3)_BXU-498.jpg",BXU-498,BXU-498,True,0.9961413145065308,7,False,en,True,PP-OCRv3
"1755806583_0.9_(58, 110, 3)_Z7H-075.jpg",Z7H-075,Z7H-075,True,0.9711943864822388,7,False,en,True,PP-OCRv3
"1755802592_0.91_(48, 98, 3)_BKQ-659.jpg",BKQ-659,BKQ-659,True,0.968294620513916,7,False,en,True,PP-OCRv3
"1755802022_0.9_(53, 103, 3)_B1B-734.jpg",B1B-734,81B-734,False,0.8666899800300598,7,False,en,True,PP-OCRv3
"1755800941_0.9_(50, 100, 3)_B1N-742.jpg",B1N-742,B1N-742,True,0.9738287925720215,7,False,en,True,PP-OCRv3
"1755873467_0.9_(59, 112, 3)_BHB-015.jpg",BHB-015,BHB-015,True,0.990253746509552,7,False,en,True,PP-OCRv3
"1755868871_0.91_(48, 97, 3)_Z7X-303.jpg",Z7X-303,Z7X-303,True,0.9711763262748718,7,False,en,True,PP-OCRv3
"1755802161_0.91_(50, 99, 3)_V9N-697.jpg",V9N-697,V9N-697,True,0.9839308857917786,7,False,en,True,PP-OCRv3
"1755870251_0.91_(48, 97, 3)_45K-770.jpg",45K-770,45K-770,True,0.9415243864059448,7,False,en,True,PP-OCRv3
"1755867979_0.9_(49, 106, 3)_Z2P-096.jpg",Z2P-096,Z2P-096,True,0.9902699589729309,7,False,en,True,PP-OCRv3
"1755805378_0.9_(47, 101, 3)_Z6E-393.jpg",Z6E-393,Z6E-393,True,0.9719100594520569,7,False,en,True,PP-OCRv3
"1755800893_0.9_(71, 106, 3)_Y3Q-595.jpg",Y3Q-595,130-595,False,0.9666708707809448,7,False,en,True,PP-OCRv3
"1755872284_0.91_(145, 146, 3)_L10-760.jpg",Z10-760,210-760,False,0.9413107633590698,7,False,en,True,PP-OCRv3
"1755811526_0.91_(45, 93, 3)_Z1H-700.jpg",Z1H-700,Z1H-700,True,0.9701681137084961,7,False,en,True,PP-OCRv3
"1755868367_0.9_(57, 105, 3)_Z4Q-197.jpg",Z4Q-197,Z40-197,False,0.9279907941818237,7,False,en,True,PP-OCRv3
"1755867068_0.9_(46, 108, 3)_C8U-187.jpg",C8U-187,C8U-187,True,0.9434601664543152,7,False,en,True,PP-OCRv3
"1755808937_0.91_(46, 96, 3)_V8Y-171.jpg",V8Y-171,V8Y-171,True,0.9851999282836914,7,False,en,True,PP-OCRv3
"1755870182_0.9_(47, 96, 3)_Z5T-688.jpg",Z5T-688,Z5T-688,True,0.9783263802528381,7,False,en,True,PP-OCRv3
"1755871461_0.9_(46, 96, 3)_APF-394.jpg",APF-394,APF-394,True,0.997376561164856,7,False,en,True,PP-OCRv3
"1755870281_0.9_(60, 105, 3)_V4F-244.jpg",V4F-244,/4F-24,False,0.8715564608573914,7,False,en,True,PP-OCRv3
"1755868523_0.9_(53, 105, 3)_Z7Z-085.jpg",Z7Z-085,Z77-085,False,0.9730769991874695,7,False,en,True,PP-OCRv3
"1755867863_0.92_(120, 126, 3)_L1S-762.jpg",L1S-762,L1S-762,True,0.8936434984207153,7,False,en,True,PP-OCRv3
"1755870289_0.91_(47, 92, 3)_Z7C-049.jpg",Z7C-049,Z7C-049,True,0.9664114117622375,7,False,en,True,PP-OCRv3
"1755801389_0.91_(45, 93, 3)_VDS-785.jpg",VDS-785,VDS-785,True,0.9869796633720398,7,False,en,True,PP-OCRv3
"1755803678_0.9_(46, 103, 3)_V1W-327.jpg",V1W-327,V1W-327,True,0.9890184998512268,7,False,en,True,PP-OCRv3
"1755867417_0.91_(57, 112, 3)_Z4X-252.jpg",Z4X-252,Z4X-252,True,0.9309222102165222,7,False,en,True,PP-OCRv3
"1755866769_0.9_(45, 97, 3)_Z7W-135.jpg",Z7W-135,Z7W-135,True,0.9901219606399536,7,False,en,True,PP-OCRv3
"1755806706_0.9_(45, 96, 3)_V71-023.jpg",V7I-023,V71-023,False,0.9792645573616028,7,False,en,True,PP-OCRv3
"1755863519_0.9_(46, 102, 3)_AOT-720.jpg",A0T-720,AOT-720,False,0.9597999453544617,7,False,en,True,PP-OCRv3
"1755806714_0.91_(46, 100, 3)_A4S-720.jpg",A4S-720,A4S-720,True,0.9730777740478516,7,False,en,True,PP-OCRv3
"1755863928_0.91_(47, 99, 3)_Z1H-700.jpg",Z1H-700,Z1H-700,True,0.9521248936653137,7,False,en,True,PP-OCRv3
"1755869368_0.9_(59, 107, 3)_X3R-360.jpg",X3R-360,K3R-360,False,0.9115281105041504,7,False,en,True,PP-OCRv3
"1755808461_0.91_(62, 116, 3)_CBA-659.jpg",CBA-659,CBA-659,True,0.9943436980247498,7,False,en,True,PP-OCRv3
"1755868729_0.91_(51, 97, 3)_ICQ-067.jpg",ICQ-067,ICQ-067,True,0.9102271199226379,7,False,en,True,PP-OCRv3
"1755808477_0.91_(46, 95, 3)_BHB-015.jpg",BHB-015,BHB-015,True,0.9861424565315247,7,False,en,True,PP-OCRv3
"1755801690_0.9_(41, 89, 3)_AXF-317.jpg",AXF-317,AXF-317,True,0.9959255456924438,7,False,en,True,PP-OCRv3
"1755811522_0.9_(46, 93, 3)_Z5D-172.jpg",Z5D-172,Z5D-172,True,0.9583912491798401,7,False,en,True,PP-OCRv3
"1755871634_0.9_(60, 108, 3)_V8J-069.jpg",V8J-069,18J-068,False,0.8771752715110779,7,False,en,True,PP-OCRv3
"1755801223_0.91_(51, 101, 3)_Z8B-641.jpg",Z8B-641,Z8B-641,True,0.9853655695915222,7,False,en,True,PP-OCRv3
"1755803124_0.9_(46, 92, 3)_Z1E-728.jpg",Z1E-728,Z1E-728,True,0.9835132956504822,7,False,en,True,PP-OCRv3
"1755871984_0.91_(49, 95, 3)_Z7L-650.jpg",Z7L-650,Z7L-650,True,0.9653865098953247,7,False,en,True,PP-OCRv3
"1755872541_0.9_(123, 137, 3)_L10-760.jpg",Z10-760,L10-760,False,0.9329522848129272,7,False,en,True,PP-OCRv3
"1755801663_0.9_(44, 89, 3)_71C-465.jpg",71C-465,Z1C-465,False,0.9620198011398315,7,False,en,True,PP-OCRv3
"1755805284_0.91_(52, 101, 3)_VAB-735.jpg",VAB-735,VAB-735,True,0.9899899363517761,7,False,en,True,PP-OCRv3
"1755807204_0.9_(43, 89, 3)_M4B-467.jpg",M4B-467,M4B-467,True,0.9918015599250793,7,False,en,True,PP-OCRv3
"1755804443_0.91_(49, 96, 3)_Z51-510.jpg",Z51-510,751-510,False,0.9277932047843933,7,False,en,True,PP-OCRv3
"1755867393_0.9_(49, 95, 3)_VDY-836.jpg",VDY-836,VDY-836,True,0.8204100728034973,7,False,en,True,PP-OCRv3
"1755800887_0.9_(47, 97, 3)_Z7K-549.jpg",Z7K-549,Z7K-549,True,0.9828580617904663,7,False,en,True,PP-OCRv3
"1755801491_0.91_(47, 94, 3)_VCS-856.jpg",VCS-856,VCS-856,True,0.9196100234985352,7,False,en,True,PP-OCRv3
"1755872405_0.91_(59, 107, 3)_B1B-734.jpg",B1B-734,B18-73,False,0.8253385424613953,7,False,en,True,PP-OCRv3
"1755866681_0.91_(48, 93, 3)_Z3P-326.jpg",Z3P-326,73P-326,False,0.9806450605392456,7,False,en,True,PP-OCRv3
"1755863861_0.9_(50, 98, 3)_X2Z-199.jpg",X2Z-199,X2Z-199,True,0.9746692776679993,7,False,en,True,PP-OCRv3
"1755868237_0.9_(63, 115, 3)_V1H-723.jpg",Y1H-723,Y1H-723,True,0.9706290364265442,7,False,en,True,PP-OCRv3
"1755867895_0.91_(48, 97, 3)_Z5L-154.jpg",Z5L-154,Z5L-154,True,0.9649543166160583,7,False,en,True,PP-OCRv3
"1755803089_0.9_(49, 97, 3)_Z7N-143.jpg",Z7N-143,Z7N-143,True,0.9921303987503052,7,False,en,True,PP-OCRv3
"1755800880_0.9_(44, 92, 3)_V31-163.jpg",V3I-163,V31-163,False,0.9768156409263611,7,False,en,True,PP-OCRv3
"1755802496_0.91_(42, 90, 3)_Z5D-490.jpg",Z5D-490,Z5D-490,True,0.9880772829055786,7,False,en,True,PP-OCRv3
"1755867579_0.9_(55, 111, 3)_Z5Z-557.jpg",Z5Z-557,Z5Z-557,True,0.974242627620697,7,False,en,True,PP-OCRv3
"1755802073_0.91_(54, 106, 3)_Z7C-049.jpg",Z7C-049,Z7C-049,True,0.9690624475479126,7,False,en,True,PP-OCRv3
"1755866271_0.9_(45, 98, 3)_Z3P-791.jpg",Z3P-791,Z3P-791,True,0.96699458360672,7,False,en,True,PP-OCRv3
"1755800589_0.9_(46, 98, 3)_A8D-757.jpg",A8D-757,A8D-757,True,0.9685205817222595,7,False,en,True,PP-OCRv3
"1755871108_0.9_(52, 112, 3)_Z1J-781.jpg",Z1J-781,71J-281,False,0.9007938504219055,7,False,en,True,PP-OCRv3
"1755866431_0.91_(53, 107, 3)_COG-679.jpg",C0G-679,COG-679,False,0.9910020232200623,7,False,en,True,PP-OCRv3
"1755800279_0.93_(64, 113, 3)_A8D-757.jpg",A8D-757,A8D-757,True,0.916706919670105,7,False,en,True,PP-OCRv3
"1755801812_0.91_(49, 101, 3)_Z7V-467.jpg",Z7V-467,Z7V-467,True,0.9785208106040955,7,False,en,True,PP-OCRv3
"1755867762_0.9_(50, 102, 3)_Z3J-707.jpg",Z3J-707,Z3J-707,True,0.9253012537956238,7,False,en,True,PP-OCRv3
"1755867157_0.9_(52, 103, 3)_Y3A-006.jpg",X3A-006,Y3A-006,False,0.9503544569015503,7,False,en,True,PP-OCRv3
"1755806111_0.9_(49, 97, 3)_Z7F-621.jpg",Z7F-621,Z7F-621,True,0.9920967221260071,7,False,en,True,PP-OCRv3
"1755870393_0.9_(50, 107, 3)_Y1L-742.jpg",Y1L-742,Y1L-742,True,0.8937072157859802,7,False,en,True,PP-OCRv3
"1755802124_0.9_(60, 112, 3)_X3T-626.jpg",X3T-626,X3T-626,True,0.9949828386306763,7,False,en,True,PP-OCRv3
"1755802646_0.9_(65, 114, 3)_CJS-468.jpg",CJS-468,CJS-468,True,0.9958419799804688,7,False,en,True,PP-OCRv3
"1755801335_0.9_(62, 110, 3)_V71-023.jpg",V7I-023,V71-023,False,0.9784162640571594,7,False,en,True,PP-OCRv3
"1755805212_0.91_(52, 105, 3)_Z7F-518.jpg",Z7F-518,Z7F-518,True,0.9847524762153625,7,False,en,True,PP-OCRv3
"1755866691_0.91_(42, 96, 3)_X5J-730.jpg",X5J-730,X5J-730,True,0.9279360771179199,7,False,en,True,PP-OCRv3
"1755867134_0.9_(64, 108, 3)_ABA-734.jpg",ABA-734,4BA-734,False,0.8885303139686584,7,False,en,True,PP-OCRv3
"1755805055_0.9_(53, 104, 3)_Z7W-234.jpg",Z7W-234,Z7W-234,True,0.9556660056114197,7,False,en,True,PP-OCRv3
"1755873478_0.9_(47, 98, 3)_42E-705.jpg",42E-705,42E-705,True,0.8382843732833862,7,False,en,True,PP-OCRv3
"1755868575_0.91_(61, 110, 3)_ATO-102.jpg",ATO-102,ITO-102,False,0.8595333695411682,7,False,en,True,PP-OCRv3
"1755805684_0.9_(48, 99, 3)_VCS-186.jpg",VCS-186,VCS-186,True,0.9882198572158813,7,False,en,True,PP-OCRv3
"1755869632_0.9_(63, 114, 3)_Z5F-558.jpg",Z5F-558,ZSF-558,False,0.9367689490318298,7,False,en,True,PP-OCRv3
"1755864190_0.9_(47, 98, 3)_Z5V-823.jpg",Z5V-823,Z5V-823,True,0.989754319190979,7,False,en,True,PP-OCRv3
"1755807008_0.91_(44, 97, 3)_BEP-534.jpg",BEP-534,BEP-534,True,0.996637761592865,7,False,en,True,PP-OCRv3
"1755801434_0.91_(63, 120, 3)_A9K-715.jpg",A9K-715,A9K-715,True,0.9449234008789062,7,False,en,True,PP-OCRv3
"1755806062_0.9_(47, 95, 3)_BKQ-659.jpg",BKQ-659,BKQ-659,True,0.9742122888565063,7,False,en,True,PP-OCRv3
"1755804371_0.9_(54, 113, 3)_V6E-258.jpg",V6E-258,V6F-258,False,0.946891188621521,7,False,en,True,PP-OCRv3
"1755868158_0.92_(55, 98, 3)_4YJ-561.jpg",4YJ-561,AYJ-561,False,0.9123987555503845,7,False,en,True,PP-OCRv3
"1755870085_0.9_(45, 94, 3)_Z7J-462.jpg",Z7J-462,27J-462,False,0.8791318535804749,7,False,en,True,PP-OCRv3
"1755805538_0.9_(47, 98, 3)_Z7G-017.jpg",Z7G-017,Z7G-017,True,0.9843595623970032,7,False,en,True,PP-OCRv3
"1755806849_0.92_(49, 98, 3)_Z7P-354.jpg",Z7P-354,Z7P-354,True,0.9869481325149536,7,False,en,True,PP-OCRv3
"1755867745_0.91_(53, 101, 3)_Z6B-834.jpg",Z6B-834,Z6B-834,True,0.9861441850662231,7,False,en,True,PP-OCRv3
"1755864720_0.9_(47, 94, 3)_Z6A-087.jpg",Z6A-087,Z6A-087,True,0.9906495213508606,7,False,en,True,PP-OCRv3
"1755864123_0.9_(53, 104, 3)_Z7U-013.jpg",Z7U-013,Z7U-013,True,0.9611615538597107,7,False,en,True,PP-OCRv3
"1755806558_0.9_(60, 116, 3)_ABU-720.jpg",ABU-720,4BU-720,False,0.8965709805488586,7,False,en,True,PP-OCRv3
"1755870523_0.91_(50, 102, 3)_Z51-804.jpg",Z5I-804,751-804,False,0.92600017786026,7,False,en,True,PP-OCRv3
"1755864463_0.91_(49, 99, 3)_Z6K-411.jpg",Z6K-411,Z6K-411,True,0.9924154877662659,7,False,en,True,PP-OCRv3
"1755867401_0.9_(53, 103, 3)_BYW-137.jpg",BYW-137,BYW-137,True,0.9183058142662048,7,False,en,True,PP-OCRv3
"1755866307_0.91_(56, 105, 3)_750-343.jpg",Z50-343,750-343,False,0.9765231013298035,7,False,en,True,PP-OCRv3
"1755868034_0.9_(51, 104, 3)_Z8S-813.jpg",Z8S-813,Z8S-813,True,0.9594281911849976,7,False,en,True,PP-OCRv3
"1755800225_0.91_(44, 95, 3)_V71-023.jpg",V71-023,V71-023,True,0.9656185507774353,7,False,en,True,PP-OCRv3
"1755803692_0.9_(60, 105, 3)_BBT-930.jpg",BBT-930,BBT-930,True,0.9907127618789673,7,False,en,True,PP-OCRv3
"1755868134_0.92_(48, 98, 3)_X3F-317.jpg",X3F-317,X3F-317,True,0.9857279062271118,7,False,en,True,PP-OCRv3
"1755867476_0.91_(47, 97, 3)_B71-205.jpg",B7I-205,B71-205,False,0.9116460084915161,7,False,en,True,PP-OCRv3
"1755809250_0.9_(51, 99, 3)_S1B-772.jpg",S1B-772,S1B-772,True,0.9838104248046875,7,False,en,True,PP-OCRv3
"1755869582_0.91_(65, 116, 3)_Z8M-738.jpg",Z8M-738,Z8M-738,True,0.9761649966239929,7,False,en,True,PP-OCRv3
"1755800351_0.91_(47, 93, 3)_BSV-176.jpg",BSV-176,BSV-176,True,0.9953469634056091,7,False,en,True,PP-OCRv3
"1755806835_0.9_(50, 100, 3)_D7W-870.jpg",D7W-870,D7H-870,False,0.9093479514122009,7,False,en,True,PP-OCRv3
"1755801392_0.91_(54, 107, 3)_Z7M-355.jpg",Z7M-355,Z7M-355,True,0.9807853698730469,7,False,en,True,PP-OCRv3
"1755810077_0.9_(46, 97, 3)_Z6V-660.jpg",Z6V-660,Z6V-660,True,0.9929561018943787,7,False,en,True,PP-OCRv3
"1755871611_0.91_(57, 104, 3)_Z5V-413.jpg",Z5V-413,Z5V-413,True,0.977627158164978,7,False,en,True,PP-OCRv3
"1755807617_0.9_(56, 111, 3)_45K-770.jpg",45K-770,45K-770,True,0.9363026022911072,7,False,en,True,PP-OCRv3
"1755867062_0.9_(58, 110, 3)_Z7W-006.jpg",Z7W-006,77H-006,False,0.9188531637191772,7,False,en,True,PP-OCRv3
"1755811078_0.9_(49, 99, 3)_D1I-153.jpg",D1I-153,D1I-153,True,0.9519656896591187,7,False,en,True,PP-OCRv3
"1755801584_0.9_(48, 99, 3)_CHH-339.jpg",CHW-339,CHH-339,False,0.9973284602165222,7,False,en,True,PP-OCRv3
"1755866023_0.9_(48, 103, 3)_Z7X-877.jpg",Z7X-877,Z7X-877,True,0.9574241638183594,7,False,en,True,PP-OCRv3
"1755800797_0.9_(52, 103, 3)_AUU-101.jpg",AUU-101,UU-101,False,0.9330840706825256,7,False,en,True,PP-OCRv3
"1755868044_0.91_(53, 102, 3)_D11-153.jpg",D11-153,D1I-153,False,0.9103708863258362,7,False,en,True,PP-OCRv3
"1755867507_0.9_(54, 108, 3)_BLK-359.jpg",BLK-359,BLK-359,True,0.9926577210426331,7,False,en,True,PP-OCRv3
"1755867013_0.9_(51, 99, 3)_BRV-568.jpg",BRV-568,BRV-568,True,0.9958116412162781,7,False,en,True,PP-OCRv3
"1755864637_0.91_(48, 94, 3)_81B-734.jpg",81B-734,81B-734,True,0.9598294496536255,7,False,en,True,PP-OCRv3
"1755803683_0.9_(59, 118, 3)_Z5D-845.jpg",Z5D-845,750-845,False,0.894550621509552,7,False,en,True,PP-OCRv3
"1755805904_0.92_(118, 124, 3)_V2X-710.jpg",V2X-710,12X-710,False,0.9316774010658264,7,False,en,True,PP-OCRv3
"1755866477_0.9_(50, 100, 3)_APF-394.jpg",APF-394,APF-394,True,0.9961058497428894,7,False,en,True,PP-OCRv3
"1755801846_0.9_(49, 95, 3)_F4B-067.jpg",F4B-067,F4B-067,True,0.9935318827629089,7,False,en,True,PP-OCRv3
"1755870687_0.91_(67, 124, 3)_CDL-482.jpg",CDU-482,CDU-482,True,0.9602165818214417,7,False,en,True,PP-OCRv3
"1755805016_0.9_(49, 97, 3)_BWS-056.jpg",BWS-056,BWS-056,True,0.9847314953804016,7,False,en,True,PP-OCRv3
"1755811276_0.91_(45, 97, 3)_Z1H-700.jpg",Z1H-700,Z1H-700,True,0.9762831926345825,7,False,en,True,PP-OCRv3
"1755870826_0.9_(52, 102, 3)_V6M-597.jpg",V6M-597,16M-597,False,0.9390420317649841,7,False,en,True,PP-OCRv3
"1755800975_0.91_(58, 106, 3)_V7R-826.jpg",V7R-826,V7R-826,True,0.9763126373291016,7,False,en,True,PP-OCRv3
"1755810751_0.91_(42, 93, 3)_BKQ-659.jpg",BKQ-659,BKQ-659,True,0.9911138415336609,7,False,en,True,PP-OCRv3
"1755804052_0.9_(54, 101, 3)_AUU-101.jpg",AUU-101,AUU-101,True,0.9603444933891296,7,False,en,True,PP-OCRv3
"1755864488_0.9_(57, 104, 3)_Z8C-206.jpg",Z8C-206,Z8C-206,True,0.9717998504638672,7,False,en,True,PP-OCRv3
"1755872752_0.9_(51, 96, 3)_BKZ-705.jpg",BKZ-705,BKZ-705,True,0.9917462468147278,7,False,en,True,PP-OCRv3
"1755804125_0.91_(48, 101, 3)_Z3J-707.jpg",Z3J-707,Z3J-707,True,0.9494670033454895,7,False,en,True,PP-OCRv3
"1755808131_0.92_(45, 93, 3)_ANG-059.jpg",ANG-059,ANG-059,True,0.9965330362319946,7,False,en,True,PP-OCRv3
"1755866688_0.91_(55, 109, 3)_V6M-925.jpg",V6M-925,V6M-925,True,0.9179161787033081,7,False,en,True,PP-OCRv3
"1755868082_0.91_(49, 98, 3)_Z7W-377.jpg",Z7W-377,Z7H-377,False,0.938258171081543,7,False,en,True,PP-OCRv3
"1755802038_0.9_(54, 103, 3)_C3S-449.jpg",C3S-449,C3S-449,True,0.9908929467201233,7,False,en,True,PP-OCRv3
"1755867644_0.9_(51, 92, 3)_VDS-785.jpg",VDS-785,VDS-785,True,0.9741764068603516,7,False,en,True,PP-OCRv3
"1755802421_0.91_(47, 92, 3)_BXI-161.jpg",BXI-161,BXI-161,True,0.9733659029006958,7,False,en,True,PP-OCRv3
"1755806151_0.91_(47, 98, 3)_Z5J-577.jpg",Z5J-577,Z5J-577,True,0.960475742816925,7,False,en,True,PP-OCRv3
"1755800437_0.9_(60, 107, 3)_Z5B-752.jpg",Z5B-752,Z5B-752,True,0.9814296364784241,7,False,en,True,PP-OCRv3
"1755804178_0.91_(38, 89, 3)_AYH-261.jpg",AYH-261,AYH-261,True,0.9915981292724609,7,False,en,True,PP-OCRv3
"1755867099_0.9_(52, 102, 3)_A5Z-645.jpg",A5Z-645,15Z-645,False,0.837285578250885,7,False,en,True,PP-OCRv3
"1755871103_0.9_(59, 110, 3)_S1B-589.jpg",S1B-589,S1B-589,True,0.9763815999031067,7,False,en,True,PP-OCRv3
"1755801795_0.91_(46, 94, 3)_Z3F-113.jpg",Z3F-113,Z3F-113,True,0.9347782731056213,7,False,en,True,PP-OCRv3
"1755800459_0.9_(46, 92, 3)_Z6S-279.jpg",Z6S-279,Z6S-279,True,0.9747205972671509,7,False,en,True,PP-OCRv3
"1755809492_0.9_(38, 97, 3)_S1B-772.jpg",S1B-772,S1B-772,True,0.9694324731826782,7,False,en,True,PP-OCRv3
"1755803618_0.9_(61, 105, 3)_CEX-325.jpg",CEX-325,CEX-325,True,0.9973021745681763,7,False,en,True,PP-OCRv3
"1755801654_0.9_(49, 99, 3)_Z5G-467.jpg",Z5G-467,Z5G-467,True,0.9194281697273254,7,False,en,True,PP-OCRv3
"1755872551_0.9_(50, 98, 3)_Z7V-417.jpg",Z7V-417,Z7V-417,True,0.9764118194580078,7,False,en,True,PP-OCRv3
"1755868410_0.9_(47, 98, 3)_Z3C-760.jpg",Z3C-760,Z3C-760,True,0.9738870859146118,7,False,en,True,PP-OCRv3
"1755873369_0.9_(56, 100, 3)_AFG-023.jpg",AFG-023,AFG-023,True,0.9905041456222534,7,False,en,True,PP-OCRv3
"1755866566_0.9_(64, 110, 3)_Y3F-143.jpg",X3F-143,Y3F-143,False,0.9645829796791077,7,False,en,True,PP-OCRv3
"1755804192_0.9_(65, 116, 3)_V7C-801.jpg",V7C-801,V7C-801,True,0.9761602282524109,7,False,en,True,PP-OCRv3
"1755800220_0.9_(48, 104, 3)_BYJ-567.jpg",BYJ-567,BYJ-567,True,0.9928526282310486,7,False,en,True,PP-OCRv3
"1755801529_0.9_(55, 104, 3)_Z5K-681.jpg",Z5K-681,Z5K-681,True,0.9680094122886658,7,False,en,True,PP-OCRv3
"1755866863_0.91_(48, 97, 3)_Z3E-444.jpg",Z3E-444,Z3E-444,True,0.97898930311203,7,False,en,True,PP-OCRv3
"1755801015_0.9_(48, 98, 3)_Z5G-496.jpg",Z5G-496,Z5G-496,True,0.9573199152946472,7,False,en,True,PP-OCRv3
"1755870168_0.9_(54, 99, 3)_130-397.jpg",V30-397,130-397,False,0.9496651291847229,7,False,en,True,PP-OCRv3
"1755869505_0.9_(126, 134, 3)_N2X-710.jpg",V2X-710,12X-710,False,0.9206413626670837,7,False,en,True,PP-OCRv3
"1755801236_0.9_(48, 97, 3)_X1J-790.jpg",X1J-790,X1J-790,True,0.9758704304695129,7,False,en,True,PP-OCRv3
"1755807884_0.9_(52, 101, 3)_Z2Q-021.jpg",Z2Q-021,Z20-021,False,0.9461153745651245,7,False,en,True,PP-OCRv3
"1755867725_0.91_(51, 109, 3)_V8J-173.jpg",V8J-173,V8J-173,True,0.8775006532669067,7,False,en,True,PP-OCRv3
"1755871447_0.9_(48, 101, 3)_V5S-570.jpg",V5S-570,V5S-570,True,0.9636963605880737,7,False,en,True,PP-OCRv3
"1755866484_0.9_(50, 104, 3)_Z3T-663.jpg",Z3T-663,Z3T-663,True,0.9625831246376038,7,False,en,True,PP-OCRv3
"1755870783_0.9_(48, 98, 3)_Z8C-206.jpg",Z8C-206,Z8C-206,True,0.9807405471801758,7,False,en,True,PP-OCRv3
"1755868110_0.91_(128, 129, 3)_L5J-714.jpg",Z5J-714,5J-714,False,0.9426565170288086,7,False,en,True,PP-OCRv3
"1755812550_0.91_(55, 108, 3)_Z2Q-310.jpg",Z2Q-310,Z20-310,False,0.9171201586723328,7,False,en,True,PP-OCRv3
"1755868141_0.9_(58, 111, 3)_Z3J-707.jpg",Z3J-707,73J-707,False,0.8801850080490112,7,False,en,True,PP-OCRv3
"1755819341_0.9_(51, 109, 3)_D2E-683.jpg",D2E-683,D2E-683,True,0.9597429633140564,7,False,en,True,PP-OCRv3
"1755868390_0.9_(59, 110, 3)_A7V-766.jpg",A7V-766,17V-766,False,0.8980058431625366,7,False,en,True,PP-OCRv3
"1755867797_0.9_(44, 90, 3)_D9Y-142.jpg",D9Y-142,19Y-142,False,0.9310265779495239,7,False,en,True,PP-OCRv3
"1755864056_0.9_(44, 94, 3)_BUX-273.jpg",BUX-273,BUX-273,True,0.9900714159011841,7,False,en,True,PP-OCRv3
"1755802142_0.9_(50, 100, 3)_D1I-153.jpg",D1I-153,D1I-153,True,0.9316709637641907,7,False,en,True,PP-OCRv3
"1755800525_0.91_(45, 92, 3)_V9W-422.jpg",V9W-422,V9W-422,True,0.9494141936302185,7,False,en,True,PP-OCRv3
"1755871801_0.9_(47, 93, 3)_Z7S-679.jpg",Z7S-679,27S-679,False,0.8653635382652283,7,False,en,True,PP-OCRv3
"1755872482_0.9_(58, 109, 3)_CJS-373.jpg",CJS-373,CJS-373,True,0.9965776205062866,7,False,en,True,PP-OCRv3
"1755801801_0.91_(46, 97, 3)_D70-364.jpg",D7O-364,D70-364,False,0.9823511242866516,7,False,en,True,PP-OCRv3
"1755867103_0.9_(45, 90, 3)_ERA-728.jpg",ERA-728,ERA-728,True,0.987511932849884,7,False,en,True,PP-OCRv3
"1755867708_0.91_(47, 94, 3)_Z3V-367.jpg",Z3V-367,Z3V-367,True,0.9622350335121155,7,False,en,True,PP-OCRv3
"1755812695_0.9_(48, 96, 3)_D9E-887.jpg",D9E-887,D9E-887,True,0.953784167766571,7,False,en,True,PP-OCRv3
"1755800446_0.9_(49, 100, 3)_Z8Y-837.jpg",Z8Y-837,Z8Y-837,True,0.9827252626419067,7,False,en,True,PP-OCRv3
"1755803327_0.9_(50, 100, 3)_X3E-141.jpg",X3E-141,X3E-141,True,0.9810836911201477,7,False,en,True,PP-OCRv3
"1755868169_0.91_(64, 112, 3)_S1B-772.jpg",S1B-772,S1B-772,True,0.9848805069923401,7,False,en,True,PP-OCRv3
